person_id,best_name,dob,doc_count,resolution_confidence,review_status,exposed_ssn,exposed_dob,exposed_dl_number,exposed_passport_number,exposed_financial_account,exposed_card_number,exposed_medical,exposed_login_credentials,exposed_home_address,exposed_phone,exposed_email,evidence_ssn,evidence_dob,evidence_dl_number,evidence_passport_number,evidence_financial_account,evidence_card_number,evidence_medical,evidence_login_credentials,evidence_home_address,evidence_phone,evidence_email
RES_0189,Patricia Stewart,2008-03-24,3,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0368;DOC_0372,DOC_0368;DOC_0372;DOC_0381,,,,DOC_0368;DOC_0372,DOC_0372,,DOC_0368;DOC_0381,DOC_0368;DOC_0381,DOC_0368;DOC_0381
RES_0190,Order Ref 881-23-9534,,1,0.9,auto_accepted,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
RES_0191,Anna Lopez,2007-10-13,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0369;DOC_0372,DOC_0369;DOC_0372,,,,DOC_0369;DOC_0372,DOC_0372,,DOC_0369,DOC_0369,DOC_0369
RES_0192,Stacey Gilbert,2001-07-03,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0369,DOC_0369,,,,DOC_0369,,,DOC_0369,DOC_0369,DOC_0369
RES_0193,Anna N.,1948-01-09,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0369,DOC_0369,,,,DOC_0369,,,DOC_0369,DOC_0369,DOC_0369
RES_0194,Vincent E.,1967-02-28,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0369,DOC_0369,,,,DOC_0369,,,DOC_0369,DOC_0369,DOC_0369
RES_0195,Jesse Little,1969-07-23,4,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0369;DOC_0374,DOC_0369;DOC_0374;DOC_0469,,,,DOC_0369;DOC_0374,DOC_0374,,DOC_0369;DOC_0469;DOC_0470,DOC_0369;DOC_0469;DOC_0470,DOC_0369;DOC_0469;DOC_0470
RES_0196,Katie M.,1966-01-27,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0369,DOC_0369,,,,DOC_0369,,,DOC_0369,DOC_0369,DOC_0369
RES_0197,Robert M.,1992-09-02,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0369,DOC_0369,,,,DOC_0369,,,DOC_0369,DOC_0369,DOC_0369
RES_0198,Robin Torres,1972-05-04,3,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0370;DOC_0375;DOC_0458,DOC_0370;DOC_0375;DOC_0458,,,,DOC_0370;DOC_0375,DOC_0375,,DOC_0370,DOC_0370,DOC_0370;DOC_0458
RES_0199,Jesse Little,1971-11-06,1,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0371,DOC_0371,,,,DOC_0371,DOC_0371,,,,
RES_0200,Sarah Hill,1996-05-29,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0371;DOC_0374,DOC_0371;DOC_0374,,,,DOC_0371;DOC_0374,DOC_0371;DOC_0374,,,,
RES_0201,Dawn Chase,2007-10-11,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0371;DOC_0375,DOC_0371;DOC_0375,,,,DOC_0371;DOC_0375,DOC_0371;DOC_0375,,,,
RES_0202,Jamie Bowman,1976-03-01,1,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0371,DOC_0371,,,,DOC_0371,DOC_0371,,,,
RES_0203,David Dawson,1949-05-24,1,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0372,DOC_0372,,,,DOC_0372,DOC_0372,,,,
RES_0204,Melissa Chan,1955-03-04,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0373;DOC_0376,DOC_0373;DOC_0376,,,,DOC_0373;DOC_0376,DOC_0373;DOC_0376,,,,
RES_0205,Lynn Hurley,1958-05-18,1,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0373,DOC_0373,,,,DOC_0373,DOC_0373,,,,
RES_0206,Paul Ferrell,1958-02-26,1,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0374,DOC_0374,,,,DOC_0374,DOC_0374,,,,
RES_0207,Cameron Garcia,1955-12-30,1,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0374,DOC_0374,,,,DOC_0374,DOC_0374,,,,
RES_0208,Danielle Johnson,1959-04-19,1,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,0,0,DOC_0374,DOC_0374,,,,DOC_0374,DOC_0374,,,,
RES_0209,Stacey Thomas,2001-07-03,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,1,1,DOC_0376,DOC_0376;DOC_0441,,,,DOC_0376;DOC_0441,DOC_0376,,,DOC_0441,DOC_0441
RES_0210,Patrick G.,1958-10-02,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,0,1,DOC_0378,DOC_0378,,,,,,,,,DOC_0378
RES_0211,Tyler J.,1949-05-19,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,0,1,DOC_0380,DOC_0380,,,,,,,,,DOC_0380
RES_0212,T. Phillips,1952-08-29,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,0,1,DOC_0382,DOC_0382,,,,,,,,,DOC_0382
RES_0213,Sandra L.,1950-12-27,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,0,1,DOC_0404,DOC_0404,,,,,,,,,DOC_0404
RES_0214,Joe A.,1992-07-24,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,0,1,DOC_0416,DOC_0416,,,,,,,,,DOC_0416
RES_0215,Susan K.,1950-04-12,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,0,1,DOC_0425,DOC_0425,,,,,,,,,DOC_0425
RES_0216,Stacy J.,2005-08-16,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,0,1,DOC_0426,DOC_0426,,,,,,,,,DOC_0426
RES_0217,Kristen D.,,1,0.9,auto_accepted,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,DOC_0449,DOC_0449
RES_0218,Karen S.,1941-11-12,1,0.9,auto_accepted,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
RES_0219,Paul F.,1988-03-28,1,0.9,auto_accepted,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
RES_0220,"Desiree Hernandez
We",,1,0.9,auto_accepted,1,0,1,0,0,0,0,0,1,0,0,DOC_0475,,DOC_0475,,,,,,DOC_0475,,
